date,gprnk,gprnk_negative,gprnk_positive,threat,sanction,talks,economic_cooperation,gprnk_raw
2020-07-01,97.6323,127.4625,104.913,115.406,239.1185,116.9907,29.9975,99.65
2020-08-01,122.4259,102.937,52.9931,94.5363,137.2998,54.2355,37.109,121.5287
2020-09-01,118.202,86.5159,48.6764,87.4654,78.3091,52.6121,17.3651,122.1772
2020-10-01,124.0933,98.1587,47.9147,91.6515,140.7956,52.3532,13.5084,130.3714
2020-11-01,110.2636,135.7097,90.1573,126.9975,247.5777,97.1176,47.6499,119.8709
2020-12-01,134.2553,128.4274,53.1349,115.5612,233.1416,58.4887,12.771,141.3823
2021-01-01,96.7495,109.7189,95.3101,105.921,182.8221,95.0072,76.6828,111.4144
2021-02-01,101.1565,91.5379,78.147,84.9263,142.9561,73.7059,99.0418,107.1907
2021-03-01,127.5754,225.0434,119.2408,217.5934,501.3842,133.761,12.7355,174.2204
2021-04-01,100.7584,134.3645,102.8431,125.9809,264.1682,115.8609,19.8769,107.6558
2021-05-01,68.6044,151.9047,178.7196,142.7035,428.4036,200.7722,43.1929,79.1711
2021-06-01,74.6096,95.5865,133.8273,81.0533,266.3141,149.012,38.8162,74.5938
2021-07-01,80.7855,87.2315,113.7449,79.7407,171.2698,125.8239,32.3917,80.3858
2021-08-01,110.7351,182.8644,120.7023,137.1283,436.5094,134.9316,23.9402,129.2083
2021-09-01,122.4401,214.1586,117.8243,203.6656,265.8404,131.327,23.0679,163.2586
2021-10-01,98.7226,181.3172,135.7639,171.4504,221.5705,152.8002,23.6186,111.5255
2021-11-01,94.3728,114.4282,106.7821,106.9094,158.7138,110.4969,48.1071,98.2024
2021-12-01,99.0408,138.5594,109.6484,94.5426,281.5588,121.4994,45.6263,108.9437
2022-01-01,175.8846,277.8062,92.7121,278.8787,275.4463,101.76,29.2334,240.1553
2022-02-01,172.0839,245.1687,79.4776,248.0348,170.2794,87.7159,19.0221,243.6712
2022-03-01,241.189,328.6205,63.2233,335.9126,229.3755,69.6093,13.9075,294.3547
2022-04-01,190.6133,289.8173,85.4101,293.6215,199.0657,94.3745,28.832,244.022
2022-05-01,176.746,292.76,101.1993,302.8426,103.5397,112.0437,27.448,218.2086
2022-06-01,170.3703,236.463,73.4834,233.56,180.3727,82.3761,9.9109,217.5485
2022-07-01,149.0375,169.8669,58.291,169.9133,121.209,62.5529,27.8503,159.2407
2022-08-01,160.7991,234.2038,83.2511,223.0999,286.818,86.0478,53.7912,184.3232
2022-09-01,172.6259,263.17,87.9405,265.9295,188.0621,98.816,14.0137,214.8031
2022-10-01,312.2581,406.6441,49.4087,426.1754,178.4916,53.6241,16.666,371.0473
2022-11-01,113.3345,165.1758,105.171,125.4229,385.9153,117.4214,22.2919,129.8976
2022-12-01,264.3663,304.7672,30.1768,317.8968,158.1466,33.3012,12.0039,297.8901
2023-01-01,213.8859,267.3101,51.557,273.6987,121.8132,54.4506,22.4424,244.0253
2023-02-01,233.623,284.4999,44.555,293.0475,190.6808,46.3047,25.0353,262.4233
2023-03-01,253.016,364.5251,73.1491,380.8703,156.4127,80.379,28.0689,286.6941
2023-04-01,202.3327,350.9388,109.1933,359.981,208.8426,121.5713,22.4519,249.0754
2023-05-01,143.1908,228.0469,99.0905,227.7037,177.0412,110.1373,31.0946,178.6783
2023-06-01,156.3356,212.8518,75.7543,197.2634,240.8337,82.0586,42.9622,213.7974
2023-07-01,186.3759,274.3286,79.9383,273.6751,160.401,86.911,29.4385,247.6303
2023-08-01,177.7097,252.092,76.1185,256.002,148.5037,83.9953,33.9178,239.0099
2023-09-01,135.1715,190.3875,86.8241,186.1954,150.2672,92.8568,44.288,170.8919
2023-10-01,149.0415,197.7749,76.3406,197.9907,111.3194,81.9682,55.3523,183.0506
2023-11-01,202.4095,318.5089,90.4059,334.2964,92.9563,96.9138,71.3578,246.9442
2023-12-01,247.9044,327.0313,56.5091,338.2056,127.8261,62.1415,10.7269,282.612
2024-01-01,217.4823,277.3055,55.0395,294.7733,71.3528,60.3248,20.12,291.4167
2024-02-01,191.703,239.5819,57.1612,233.1195,179.5324,56.5658,45.5739,217.2597
2024-03-01,196.7867,206.6105,32.8661,206.8092,126.1957,35.2177,14.4469,213.7251
2024-04-01,157.385,208.6867,73.1297,208.7687,155.5618,81.0411,22.226,190.2319
2024-05-01,169.4249,225.7074,69.3896,231.2225,112.7626,76.1737,42.5665,192.0359
2024-06-01,174.9583,257.9781,81.802,262.8518,161.3297,90.044,34.6935,216.8154
2024-07-01,160.4574,193.174,60.0218,196.5581,108.3673,66.9583,12.8491,185.2029
2024-08-01,163.3127,185.1522,53.0766,188.6218,91.2067,58.6559,23.9725,179.5077
2024-09-01,183.6901,235.8734,61.4035,244.5474,99.1432,68.0968,16.7428,214.1092
2024-10-01,223.3932,263.1047,40.5111,273.3387,118.6638,44.7246,15.1414,260.5762
2024-11-01,165.526,212.666,65.454,216.7684,125.8342,62.1413,64.289,190.4501
2024-12-01,179.242,174.6228,31.6092,186.6651,86.4197,34.7281,7.5261,175.9614
2025-01-01,194.6839,239.0595,52.9782,242.3832,155.1097,59.62,5.9296,200.0955
2025-02-01,150.056,227.5759,92.1817,213.714,297.3847,100.4046,10.1691,158.8289
2025-03-01,176.2327,223.1725,61.3234,226.1619,163.4173,67.2849,19.6965,189.0147
2025-04-01,170.7091,184.3797,46.1622,188.576,82.1433,50.3983,20.9669,172.5425
2025-05-01,167.0748,171.6766,42.9941,170.2712,114.0308,47.5386,18.4198,193.6438
2025-06-01,121.7927,153.9504,83.3108,152.8345,111.942,91.8802,31.0346,136.308
2025-07-01,124.9069,158.8886,81.0097,163.6726,74.1381,83.9697,58.7986,134.0879
2025-08-01,83.2083,176.0097,159.0672,171.8883,177.0165,167.9058,108.4881,102.1426
2025-09-01,97.8745,124.0084,102.0285,115.6429,132.0385,104.3169,124.811,108.9427
2025-10-01,86.5148,165.6182,147.9233,173.1511,57.1989,142.7965,227.4804,90.6746
